site_id,zone,year,n_train,n_test,rmse,mae
ME_ABR,USAZ,2023,105,2,0.009044660373326047,0.007853174424191783
ME_ABR,USAZ,2024,103,4,0.014835124997495848,0.013389778578960773
ME_BIG,AZ,1984,114,1,0.01512804999156192,0.01512804999156192
ME_BIG,AZ,1985,111,4,0.022185221961584817,0.01925677455520433
ME_BIG,AZ,1986,114,1,0.03516035223517666,0.03516035223517666
ME_BIG,AZ,1988,113,2,0.03592994308094597,0.025909184003165664
ME_BIG,AZ,1989,114,1,0.002972549096790511,0.002972549096790511
ME_BIG,AZ,1990,114,1,0.009741253158978447,0.009741253158978447
ME_BIG,AZ,1991,113,2,0.024490565109517543,0.02043693139458022
ME_BIG,AZ,1992,114,1,0.0029219432600402495,0.0029219432600402495
ME_BIG,AZ,1993,113,2,0.012286939497694091,0.009922799773210561
ME_BIG,AZ,1995,113,2,0.007628562233868143,0.007628380619714409
ME_BIG,AZ,1996,113,2,0.007653892707059767,0.007651002230970261
ME_BIG,AZ,1997,114,1,0.0037268748072365465,0.0037268748072365465
ME_BIG,AZ,1998,113,2,0.0214794184353165,0.019961263785781447
ME_BIG,AZ,1999,110,5,0.011378916914449304,0.00974528667162936
ME_BIG,AZ,2000,113,2,0.0034752444645787415,0.0025010153877401686
ME_BIG,AZ,2001,112,3,0.010501836947466833,0.007586117234954781
ME_BIG,AZ,2002,111,4,0.016478099311250882,0.016188522233940766
ME_BIG,AZ,2003,111,4,0.014605493636641157,0.013412893810830856
ME_BIG,AZ,2004,113,2,0.008971498852223158,0.00843622323205473
ME_BIG,AZ,2005,111,4,0.0063653765666465655,0.005339858506991951
ME_BIG,AZ,2006,112,3,0.023030551513792467,0.017458568235834433
ME_BIG,AZ,2007,113,2,0.0046424754963115145,0.0033537771827850116
ME_BIG,AZ,2008,109,6,0.012724517587428652,0.008529790004908241
ME_BIG,AZ,2009,108,7,0.013355469636119182,0.011618494417250111
ME_BIG,AZ,2010,113,2,0.007266649296623295,0.007237312763251347
ME_BIG,AZ,2011,110,5,0.007403326808234352,0.0059913882880179735
ME_BIG,AZ,2012,111,4,0.009455752689408556,0.007815222423639065
ME_BIG,AZ,2013,110,5,0.008910309958214102,0.008294152353874018
ME_BIG,AZ,2014,112,3,0.012054868083694908,0.009082943512608929
ME_BIG,AZ,2015,109,6,0.014659895640012641,0.011899500440979085
ME_BIG,AZ,2016,113,2,0.010880533927301272,0.008521490694930411
ME_BIG,AZ,2017,112,3,0.002787651824336586,0.002181926523173431
ME_BIG,AZ,2018,111,4,0.006861609776075938,0.004812821510688278
ME_BIG,AZ,2019,112,3,0.02132653035854141,0.019183036270407516
ME_BIG,AZ,2021,114,1,0.015169671179497413,0.015169671179497413
ME_BIG,AZ,2022,109,6,0.023100104389211156,0.021326327027274505
ME_BIG,AZ,2023,113,2,0.001709689784431183,0.001468862137339516
ME_BIG,AZ,2024,110,5,0.026923102455533175,0.02404850303781313
ME_BIG,USAZ,1984,110,1,0.03602571445774838,0.03602571445774838
ME_BIG,USAZ,1985,107,4,0.021158167028990107,0.019056585779988852
ME_BIG,USAZ,1986,110,1,0.02752644489464129,0.02752644489464129
ME_BIG,USAZ,1988,109,2,0.034056692356889226,0.025631184500775006
ME_BIG,USAZ,1989,110,1,0.013702434793269103,0.013702434793269103
ME_BIG,USAZ,1990,110,1,0.00577510998175923,0.00577510998175923
ME_BIG,USAZ,1991,109,2,0.030915082658682886,0.026741303118307108
ME_BIG,USAZ,1992,110,1,0.0014434534177921177,0.0014434534177921177
ME_BIG,USAZ,1993,109,2,0.01595398619094265,0.014518419178800923
ME_BIG,USAZ,1995,109,2,0.010951462649505016,0.010764123289870031
ME_BIG,USAZ,1996,109,2,0.005269826892781326,0.003759585656261444
ME_BIG,USAZ,1997,110,1,0.00891993934689772,0.00891993934689772
ME_BIG,USAZ,1998,109,2,0.018769886227812723,0.013851477127345108
ME_BIG,USAZ,1999,107,4,0.013257244539861376,0.010594337190332787
ME_BIG,USAZ,2000,109,2,0.0010286130604464814,8.990463714777241e-4
ME_BIG,USAZ,2001,108,3,0.01189448093415394,0.010078347250688421
ME_BIG,USAZ,2002,106,5,0.013775719584860041,0.013003123737084343
ME_BIG,USAZ,2003,107,4,0.015758977192482322,0.014764517198333799
ME_BIG,USAZ,2004,109,2,8.603820284748796e-4,7.673412574399352e-4
ME_BIG,USAZ,2005,107,4,0.010235031109224952,0.009189955041714923
ME_BIG,USAZ,2006,109,2,0.021145113974740157,0.02007050644375938
ME_BIG,USAZ,2007,109,2,7.657779459515732e-4,7.267683683274684e-4
ME_BIG,USAZ,2008,106,5,0.004817403577660807,0.003986280668674591
ME_BIG,USAZ,2009,104,7,0.01195134862263569,0.010677690708256051
ME_BIG,USAZ,2010,109,2,0.0060123435368797445,0.004726412996433282
ME_BIG,USAZ,2011,106,5,0.007523953494670869,0.006220154841593928
ME_BIG,USAZ,2012,107,4,0.01148987519235053,0.009127666048988417
ME_BIG,USAZ,2013,108,3,0.011627545943782859,0.009408187208267582
ME_BIG,USAZ,2014,107,4,0.00697582913542819,0.004456696836040372
ME_BIG,USAZ,2015,104,7,0.014141937421409252,0.013589959462515686
ME_BIG,USAZ,2016,109,2,0.007142186301110911,0.00593245129771075
ME_BIG,USAZ,2017,108,3,0.009885872212065478,0.008087228881547373
ME_BIG,USAZ,2018,107,4,0.004451901450603977,0.003906947064863123
ME_BIG,USAZ,2019,108,3,0.02086170858974748,0.0185451020195736
ME_BIG,USAZ,2021,110,1,0.0016437885962780063,0.0016437885962780063
ME_BIG,USAZ,2022,107,4,0.013998939396426815,0.010696206768436606
ME_BIG,USAZ,2023,109,2,0.006806828118658672,0.006791899957438036
ME_BIG,USAZ,2024,106,5,0.014335590196210736,0.011329969793742544
ME_KAT,AZ,1984,171,1,6.401591570569243e-4,6.401591570569243e-4
ME_KAT,AZ,1985,167,5,0.008411361199529295,0.007005074401399841
ME_KAT,AZ,1986,170,2,0.0206199607385177,0.01794140020879892
ME_KAT,AZ,1987,170,2,0.009043355158912407,0.009039714935782567
ME_KAT,AZ,1988,170,2,0.0037590012846273097,0.003598027672299567
ME_KAT,AZ,1989,170,2,0.0102908851961066,0.00853727250971141
ME_KAT,AZ,1990,171,1,7.791786418912261e-4,7.791786418912261e-4
ME_KAT,AZ,1991,169,3,0.00996098540379006,0.009202370286348174
ME_KAT,AZ,1992,170,2,0.009221861081180824,0.00845613181319177
ME_KAT,AZ,1993,169,3,0.010072724841142189,0.008487451580126565
ME_KAT,AZ,1994,171,1,0.004963640808096137,0.004963640808096137
ME_KAT,AZ,1995,170,2,0.002009196914587359,0.002005976868343584
ME_KAT,AZ,1996,169,3,0.00856479158235631,0.007631969341533799
ME_KAT,AZ,1997,170,2,0.013303640189417652,0.011501232660903707
ME_KAT,AZ,1998,170,2,0.01944281707563945,0.017649039830895108
ME_KAT,AZ,1999,165,7,0.01580033511148163,0.013447932877569109
ME_KAT,AZ,2000,169,3,0.0067742559421785095,0.005009365326460846
ME_KAT,AZ,2001,164,8,0.009918339240236995,0.008243988040331416
ME_KAT,AZ,2002,163,9,0.017593656918265026,0.016381814307561467
ME_KAT,AZ,2003,168,4,0.015449117848515877,0.012449942242491616
ME_KAT,AZ,2004,165,7,0.011878981461744185,0.01030959517890472
ME_KAT,AZ,2005,165,7,0.008755743544829962,0.006718570391141788
ME_KAT,AZ,2006,166,6,0.01216498258254295,0.011486119392647853
ME_KAT,AZ,2007,170,2,0.002816759695612637,0.002773323381956752
ME_KAT,AZ,2008,166,6,0.008309412510035794,0.006186135555293723
ME_KAT,AZ,2009,166,6,0.010586525017333672,0.008283769254774318
ME_KAT,AZ,2010,168,4,0.012754047785340604,0.010701495768899852
ME_KAT,AZ,2011,167,5,0.007995720016760615,0.006896359610021108
ME_KAT,AZ,2012,169,3,0.019928468673916372,0.016248490571135633
ME_KAT,AZ,2013,168,4,0.008181679861991097,0.007863318714302917
ME_KAT,AZ,2014,168,4,0.008544486649482071,0.006946279989913824
ME_KAT,AZ,2015,165,7,0.015289170736538267,0.012048296422076221
ME_KAT,AZ,2016,169,3,0.006953916180855397,0.004915239266092775
ME_KAT,AZ,2017,166,6,0.008815433039042498,0.00841706549602852
ME_KAT,AZ,2018,165,7,0.006180095830248011,0.004489344390592572
ME_KAT,AZ,2019,169,3,0.017686769576476802,0.014589245185690622
ME_KAT,AZ,2020,168,4,0.010208649571446845,0.009391215044311743
ME_KAT,AZ,2021,165,7,0.009133813843603034,0.008144213559659937
ME_KAT,AZ,2022,165,7,0.007778591456713578,0.0061862425332770655
ME_KAT,AZ,2023,168,4,0.01739322008883086,0.014883560717210094
ME_KAT,AZ,2024,166,6,0.009088655194654198,0.00717842277196129
ME_KAT,USAZ,1984,185,1,0.0013696494399626502,0.0013696494399626502
ME_KAT,USAZ,1985,179,7,0.009772182422634107,0.008085812121483984
ME_KAT,USAZ,1986,184,2,0.019921003265805644,0.017949321639260662
ME_KAT,USAZ,1987,184,2,0.026242043918545656,0.02608822057468249
ME_KAT,USAZ,1988,184,2,0.011011130529317632,0.010086949882306406
ME_KAT,USAZ,1989,184,2,0.014763138882255588,0.010903354902386586
ME_KAT,USAZ,1990,185,1,8.892740768188245e-4,8.892740768188245e-4
ME_KAT,USAZ,1991,183,3,0.017150026400708413,0.015233863799907746
ME_KAT,USAZ,1992,184,2,0.017067417479787024,0.01459191154110312
ME_KAT,USAZ,1993,183,3,0.021847219374094812,0.017486116682405333
ME_KAT,USAZ,1994,185,1,0.00291948979435791,0.00291948979435791
ME_KAT,USAZ,1995,184,2,0.008489214305556514,0.006133427053484852
ME_KAT,USAZ,1996,182,4,0.006794456939724371,0.0059432030974511385
ME_KAT,USAZ,1997,182,4,0.026483819890575057,0.021837873631638985
ME_KAT,USAZ,1998,184,2,0.022951095189095733,0.019294450303156963
ME_KAT,USAZ,1999,179,7,0.02428893337087146,0.01664425811367411
ME_KAT,USAZ,2000,183,3,0.004228499597592014,0.0035272516391298505
ME_KAT,USAZ,2001,180,6,0.015907167511430193,0.01415856577557767
ME_KAT,USAZ,2002,175,11,0.020746753160180775,0.01750964364674655
ME_KAT,USAZ,2003,182,4,0.010233504394936348,0.008958665649319283
ME_KAT,USAZ,2004,179,7,0.00808720726258749,0.006774489308402394
ME_KAT,USAZ,2005,178,8,0.017401540691231367,0.013469155871618552
ME_KAT,USAZ,2006,180,6,0.016650025656520233,0.014817145577940394
ME_KAT,USAZ,2007,183,3,0.009624203877250293,0.008428578611951842
ME_KAT,USAZ,2008,180,6,0.010586978468691412,0.008439678833008843
ME_KAT,USAZ,2009,178,8,0.016251181696490025,0.013717187391554607
ME_KAT,USAZ,2010,182,4,0.006328099089697366,0.005540295372126788
ME_KAT,USAZ,2011,181,5,0.014752287842919973,0.014229036904822034
ME_KAT,USAZ,2012,183,3,0.019648511869536076,0.017578084366464058
ME_KAT,USAZ,2013,182,4,0.011644690940754996,0.008979303785908957
ME_KAT,USAZ,2014,182,4,0.013393614380732487,0.012171884645879608
ME_KAT,USAZ,2015,179,7,0.017901080625103087,0.014632294677141808
ME_KAT,USAZ,2016,183,3,0.012995453584521404,0.011314896244397446
ME_KAT,USAZ,2017,180,6,0.00869864034327324,0.00698909545870884
ME_KAT,USAZ,2018,178,8,0.01026896815726756,0.009196935146446705
ME_KAT,USAZ,2019,182,4,0.03195476652451907,0.02790408853636385
ME_KAT,USAZ,2020,182,4,0.01737772166423742,0.015360028588135982
ME_KAT,USAZ,2021,179,7,0.015517689210419182,0.013730145475164015
ME_KAT,USAZ,2022,177,9,0.012782868617799273,0.010764838567536406
ME_KAT,USAZ,2023,182,4,0.01719880761903367,0.01236016667638927
ME_KAT,USAZ,2024,179,7,0.00896444692494305,0.008033174290694207
ME_NBR,AZ,1984,189,1,0.013044282416796393,0.013044282416796393
ME_NBR,AZ,1985,182,8,0.012287222356559453,0.010447148495164392
ME_NBR,AZ,1986,188,2,0.011921225047710501,0.00961238670133327
ME_NBR,AZ,1987,188,2,0.01795705144385862,0.017532075811814707
ME_NBR,AZ,1988,188,2,0.010035069431423908,0.00837528302572843
ME_NBR,AZ,1989,188,2,0.013623261453729088,0.012755845187512299
ME_NBR,AZ,1990,189,1,0.005375876837919902,0.005375876837919902
ME_NBR,AZ,1991,187,3,0.008366180952407935,0.0069223133052580725
ME_NBR,AZ,1992,188,2,0.016398660632088505,0.011909874346119731
ME_NBR,AZ,1993,187,3,0.0104290626007016,0.010391442830668896
ME_NBR,AZ,1994,187,3,0.0129084421260667,0.01107353573115307
ME_NBR,AZ,1995,188,2,0.008488198498141784,0.007750672843323869
ME_NBR,AZ,1996,186,4,0.008075307162349742,0.007532303407085994
ME_NBR,AZ,1997,185,5,0.016805655072031512,0.015385595368324689
ME_NBR,AZ,1998,188,2,0.011493681194015934,0.01148011269943694
ME_NBR,AZ,1999,184,6,0.013591393705580965,0.012129205581128372
ME_NBR,AZ,2000,186,4,0.005639537170114928,0.004982052183562222
ME_NBR,AZ,2001,184,6,0.0050307264973655985,0.004463271070251342
ME_NBR,AZ,2002,181,9,0.018709090408929728,0.017376349043354635
ME_NBR,AZ,2003,186,4,0.012192601694863596,0.009530806380441015
ME_NBR,AZ,2004,183,7,0.005678425579768866,0.004563898081021129
ME_NBR,AZ,2005,183,7,0.008205288775946642,0.007220109647292789
ME_NBR,AZ,2006,184,6,0.00915177178175057,0.008169222053609362
ME_NBR,AZ,2007,187,3,0.00657389520526246,0.005620490977153854
ME_NBR,AZ,2008,183,7,0.009184556457225136,0.00783838228885839
ME_NBR,AZ,2009,182,8,0.008361829867559144,0.007346570963030395
ME_NBR,AZ,2010,186,4,0.007426349132552546,0.0071843802826006276
ME_NBR,AZ,2011,185,5,0.011814574797560092,0.010807061534704676
ME_NBR,AZ,2012,187,3,0.016747447010032532,0.012769855789869186
ME_NBR,AZ,2013,187,3,0.008414261838225627,0.0070409786838849615
ME_NBR,AZ,2014,184,6,0.014037299024713252,0.011949551300013675
ME_NBR,AZ,2015,185,5,0.018973715039082663,0.016495129410419106
ME_NBR,AZ,2016,187,3,0.016007634985767058,0.01240115753162672
ME_NBR,AZ,2017,184,6,0.007478541443765266,0.006286747534879807
ME_NBR,AZ,2018,183,7,0.009382113171146574,0.0070531431305467795
ME_NBR,AZ,2019,186,4,0.018164167023010006,0.015905096742982364
ME_NBR,AZ,2020,185,5,0.018182431541424758,0.014442193449459639
ME_NBR,AZ,2021,183,7,0.014530014834085208,0.011082181349870419
ME_NBR,AZ,2022,181,9,0.010731874652986018,0.009743873419830469
ME_NBR,AZ,2023,186,4,0.012269832432934162,0.010895673847373777
ME_NBR,AZ,2024,180,10,0.014379768220784713,0.010463214498708195
ME_NBR,USAZ,1984,193,1,0.02009812423364138,0.02009812423364138
ME_NBR,USAZ,1985,186,8,0.02036762277713897,0.01730066712305434
ME_NBR,USAZ,1986,193,1,0.015547807542797165,0.015547807542797165
ME_NBR,USAZ,1987,192,2,0.02407513648633318,0.02396335751666212
ME_NBR,USAZ,1988,192,2,0.012127189670623505,0.008689632858384644
ME_NBR,USAZ,1989,192,2,0.01733189419213818,0.01498056388246502
ME_NBR,USAZ,1990,193,1,0.004381856249655314,0.004381856249655314
ME_NBR,USAZ,1991,191,3,0.013963526578960295,0.012289852528010589
ME_NBR,USAZ,1992,192,2,0.017035788702239225,0.015239127755087178
ME_NBR,USAZ,1993,191,3,0.01611969247270486,0.015605637534194639
ME_NBR,USAZ,1994,191,3,0.021237692330625713,0.01893278713909589
ME_NBR,USAZ,1995,192,2,0.015351431822570748,0.013050311293492989
ME_NBR,USAZ,1996,190,4,0.010174895379290111,0.00886174468847846
ME_NBR,USAZ,1997,189,5,0.016430439535229425,0.014740676478445281
ME_NBR,USAZ,1998,191,3,0.017472720237848814,0.014252268875382576
ME_NBR,USAZ,1999,187,7,0.017448879335554526,0.015701952757510167
ME_NBR,USAZ,2000,190,4,0.014646274012413115,0.010352605272404114
ME_NBR,USAZ,2001,188,6,0.009455549511953874,0.008104993791609033
ME_NBR,USAZ,2002,185,9,0.023284408554729737,0.021174163586411276
ME_NBR,USAZ,2003,190,4,0.013674493321641848,0.011231668080751683
ME_NBR,USAZ,2004,187,7,0.005287105456134187,0.003835411300517836
ME_NBR,USAZ,2005,187,7,0.010695372062299556,0.009771843742652078
ME_NBR,USAZ,2006,188,6,0.01162896521549998,0.008073078720152902
ME_NBR,USAZ,2007,191,3,0.009313012980343389,0.008993881154654234
ME_NBR,USAZ,2008,187,7,0.01361575575338533,0.010536326813918251
ME_NBR,USAZ,2009,186,8,0.010587206242095352,0.00895965730275975
ME_NBR,USAZ,2010,190,4,0.014213795295295716,0.011396974570465221
ME_NBR,USAZ,2011,188,6,0.02272673043938197,0.01884819676735988
ME_NBR,USAZ,2012,191,3,0.009008148035388948,0.007741307142869931
ME_NBR,USAZ,2013,191,3,0.007921174194484494,0.006091087560841905
ME_NBR,USAZ,2014,188,6,0.014009741989971973,0.012788070628276952
ME_NBR,USAZ,2015,188,6,0.019962464326050804,0.01684899790766306
ME_NBR,USAZ,2016,191,3,0.01027214834690688,0.008477850440808121
ME_NBR,USAZ,2017,186,8,0.00996697958149412,0.00875297171319224
ME_NBR,USAZ,2018,187,7,0.009484527723524315,0.008257830114026461
ME_NBR,USAZ,2019,190,4,0.021377623700370853,0.016613496286499177
ME_NBR,USAZ,2020,188,6,0.023766212855815927,0.018458364629748442
ME_NBR,USAZ,2021,188,6,0.007515311799421527,0.004965963169725547
ME_NBR,USAZ,2022,185,9,0.01377900469146885,0.01196279335306466
ME_NBR,USAZ,2023,190,4,0.009083727674667755,0.008911024517302968
ME_NBR,USAZ,2024,185,9,0.007065382620278704,0.005204220970583052
ME_SAD,AZ,1984,107,1,0.010877585293153524,0.010877585293153524
ME_SAD,AZ,1985,104,4,0.007545497735170963,0.0065367417129815475
ME_SAD,AZ,1986,106,2,0.017101674569215228,0.013116320464541004
ME_SAD,AZ,1987,107,1,0.011959662160826834,0.011959662160826834
ME_SAD,AZ,1988,106,2,0.026747425276458542,0.020212335918941754
ME_SAD,AZ,1989,107,1,0.0020150963401021627,0.0020150963401021627
ME_SAD,AZ,1990,107,1,0.004901152753978788,0.004901152753978788
ME_SAD,AZ,1991,106,2,0.02283709466920206,0.021599300565994795
ME_SAD,AZ,1992,107,1,0.008521981614745877,0.008521981614745877
ME_SAD,AZ,1993,106,2,0.0049613484260371135,0.004711191410704085
ME_SAD,AZ,1995,106,2,0.006897981865209508,0.006210559255620446
ME_SAD,AZ,1996,105,3,0.015194273125053333,0.014479645726930482
ME_SAD,AZ,1997,106,2,0.007967234646555308,0.005778724903575505
ME_SAD,AZ,1998,107,1,0.016576562716698495,0.016576562716698495
ME_SAD,AZ,1999,105,3,0.009006647326095671,0.006875840833202733
ME_SAD,AZ,2000,106,2,0.003973445682446345,0.003744375500961933
ME_SAD,AZ,2001,104,4,0.011041102912500704,0.009388960143781835
ME_SAD,AZ,2002,104,4,0.01794466354488632,0.01598625217733181
ME_SAD,AZ,2003,106,2,0.01559251205591855,0.014379265271078107
ME_SAD,AZ,2004,106,2,0.0043446299269653595,0.004191082544547864
ME_SAD,AZ,2005,104,4,0.0072495616241589934,0.006198350612345818
ME_SAD,AZ,2006,107,1,0.007376583716980023,0.007376583716980023
ME_SAD,AZ,2007,107,1,0.0019606628943661386,0.0019606628943661386
ME_SAD,AZ,2008,103,5,0.0020660171743551855,0.0020220262448350846
ME_SAD,AZ,2009,102,6,0.007232306655052949,0.004854292939476655
ME_SAD,AZ,2010,106,2,0.005293881388928814,0.004823209493418301
ME_SAD,AZ,2011,104,4,0.008698735691346202,0.007573741141833512
ME_SAD,AZ,2012,104,4,0.008666989827374927,0.006469741464464829
ME_SAD,AZ,2013,104,4,0.006223459614394405,0.004283826507980426
ME_SAD,AZ,2014,106,2,0.006171278014120613,0.005851610586082634
ME_SAD,AZ,2015,102,6,0.016279495928104373,0.013369994206211119
ME_SAD,AZ,2016,106,2,0.013520361701354082,0.010762380428929852
ME_SAD,AZ,2017,105,3,0.005179482696305459,0.004921893645773982
ME_SAD,AZ,2018,103,5,0.004766012979544921,0.0038472001483897955
ME_SAD,AZ,2019,105,3,0.020106578523489026,0.019037603333698767
ME_SAD,AZ,2021,107,1,0.010369494333672402,0.010369494333672402
ME_SAD,AZ,2022,104,4,0.017376996810956113,0.015512504903077928
ME_SAD,AZ,2023,106,2,0.014510559811662832,0.014331693097323656
ME_SAD,AZ,2024,101,7,0.02482082992239047,0.021495352919656523
ME_SAD,USAZ,1984,107,1,0.021658140813851756,0.021658140813851756
ME_SAD,USAZ,1985,104,4,0.00806045437685892,0.007606964366745059
ME_SAD,USAZ,1986,106,2,0.0217758039410218,0.016581265448141175
ME_SAD,USAZ,1987,107,1,0.020904549629256974,0.020904549629256974
ME_SAD,USAZ,1988,106,2,0.027187452764656346,0.021998905764859217
ME_SAD,USAZ,1989,107,1,0.010242799613367826,0.010242799613367826
ME_SAD,USAZ,1990,107,1,0.005473596160131267,0.005473596160131267
ME_SAD,USAZ,1991,106,2,0.032461927499989246,0.029935787683108533
ME_SAD,USAZ,1992,107,1,0.004675565608644183,0.004675565608644183
ME_SAD,USAZ,1993,106,2,0.011575170973421927,0.008762092866497428
ME_SAD,USAZ,1995,106,2,0.009182515636587852,0.009165465909401649
ME_SAD,USAZ,1996,105,3,0.01622623274318235,0.015586967990606196
ME_SAD,USAZ,1997,106,2,0.010409374870235367,0.009309723694333444
ME_SAD,USAZ,1998,107,1,0.019054352834153243,0.019054352834153243
ME_SAD,USAZ,1999,105,3,0.011340596214529916,0.010884866063237816
ME_SAD,USAZ,2000,106,2,0.0076820448151837945,0.007115786388495443
ME_SAD,USAZ,2001,104,4,0.020605177532845888,0.01760355126614041
ME_SAD,USAZ,2002,104,4,0.019991071896957417,0.018043071134781347
ME_SAD,USAZ,2003,107,1,0.019855136797426287,0.019855136797426287
ME_SAD,USAZ,2004,106,2,0.0015732360342374948,0.0015717851867858845
ME_SAD,USAZ,2005,104,4,0.011689970589521445,0.011249023121311194
ME_SAD,USAZ,2006,107,1,0.01789414427014896,0.01789414427014896
ME_SAD,USAZ,2007,106,2,0.00437394381887744,0.0035378496136343474
